Years,x6_hr,rank,Probability,Frequency
"2009-2010",8.26666666666667,1,6.66666666666667,15
"2019-2020",3.98333333333333,2,13.3333333333333,7.5
"2015-2016",3.81666666666667,3,20,5
"2013-2014",3.56666666666667,4,26.6666666666667,3.75
"2014-2015",2.43333333333333,5,33.3333333333333,3
"2021-2022",2.33333333333333,6,40,2.5
"2008-2009",2.13333333333333,7,46.6666666666667,2.14285714285714
"2011-2012",1.95,8,53.3333333333333,1.875
"2018-2019",1.85,9,60,1.66666666666667
"2012-2013",1.56666666666667,10,66.6666666666667,1.5
"2017-2018",1.26666666666667,11,73.3333333333333,1.36363636363636
"2010-2011",1.08333333333333,12,80,1.25
"2016-2017",0.983333333333333,13,86.6666666666667,1.15384615384615
"2020-2021",0.6,14,93.3333333333333,1.07142857142857
