Years,x4_hr,rank,Probability,Frequency
"2008-2009",21.925,1,4.54545454545455,22
"2012-2013",16.2,2,9.09090909090909,11
"2017-2018",14.725,3,13.6363636363636,7.33333333333333
"2003-2004",12.375,4,18.1818181818182,5.5
"2011-2012",11.95,5,22.7272727272727,4.4
"2020-2021",11.375,6,27.2727272727273,3.66666666666667
"2002-2003",11.2,7,31.8181818181818,3.14285714285714
"2019-2020",11.125,8,36.3636363636364,2.75
"2004-2005",9.65,9,40.9090909090909,2.44444444444444
"2014-2015",9,10,45.4545454545455,2.2
"2001-2002",8.85,11,50,2
"2021-2022",8.35,12,54.5454545454545,1.83333333333333
"2016-2017",8.125,13,59.0909090909091,1.69230769230769
"2018-2019",8.1,14,63.6363636363636,1.57142857142857
"2007-2008",7.95,15,68.1818181818182,1.46666666666667
"2010-2011",7.925,16,72.7272727272727,1.375
"2009-2010",7.55,17,77.2727272727273,1.29411764705882
"2015-2016",6.525,18,81.8181818181818,1.22222222222222
"2005-2006",6,19,86.3636363636364,1.15789473684211
"2013-2014",5.875,20,90.9090909090909,1.1
"2006-2007",5.4,21,95.4545454545455,1.04761904761905
