Years,x3_5_hr,rank,Probability,Frequency
"2019-2020",7.45714285714286,1,5.88235294117647,17
"2015-2016",6.6,2,11.7647058823529,8.5
"2017-2018",4.54285714285714,3,17.6470588235294,5.66666666666667
"2009-2010",4.34285714285714,4,23.5294117647059,4.25
"2013-2014",3.62857142857143,5,29.4117647058824,3.4
"2016-2017",3.57142857142857,6,35.2941176470588,2.83333333333333
"2018-2019",3.34285714285714,7,41.1764705882353,2.42857142857143
"2008-2009",2.4,8,47.0588235294118,2.125
"2010-2011",1.94285714285714,9,52.9411764705882,1.88888888888889
"2006-2007",1.74285714285714,10,58.8235294117647,1.7
"2007-2008",1.6,11,64.7058823529412,1.54545454545455
"2012-2013",1.48571428571429,12,70.5882352941177,1.41666666666667
"2014-2015",1.37142857142857,13,76.4705882352941,1.30769230769231
"2021-2022",1.31428571428571,14,82.3529411764706,1.21428571428571
"2020-2021",0.8,15,88.2352941176471,1.13333333333333
"2011-2012",0.771428571428571,16,94.1176470588235,1.0625
