Years,x2_hr,rank,Probability,Frequency
"2009-2010",17.1,1,5.55555555555556,18
"2015-2016",12.1,2,11.1111111111111,9
"2005-2006",9.8,3,16.6666666666667,6
"2013-2014",8.95,4,22.2222222222222,4.5
"2006-2007",6.85,5,27.7777777777778,3.6
"2020-2021",6.55,6,33.3333333333333,3
"2014-2015",5.9,7,38.8888888888889,2.57142857142857
"2008-2009",5.75,8,44.4444444444444,2.25
"2012-2013",5.7,9,50,2
"2010-2011",5.3,10,55.5555555555556,1.8
"2021-2022",5.3,11,61.1111111111111,1.63636363636364
"2007-2008",5.2,12,66.6666666666667,1.5
"2019-2020",4.75,13,72.2222222222222,1.38461538461538
"2018-2019",4.55,14,77.7777777777778,1.28571428571429
"2017-2018",4.2,15,83.3333333333333,1.2
"2016-2017",3.8,16,88.8888888888889,1.125
"2011-2012",2.45,17,94.4444444444444,1.05882352941176
