Years,x2_hr,rank,Probability,Frequency
"1994-1995",18,1,3.125,32
"2015-2016",15.1,2,6.25,16
"2004-2005",10.9,3,9.375,10.6666666666667
"2005-2006",10.6,4,12.5,8
"2002-2003",9.15,5,15.625,6.4
"1997-1998",7.5,6,18.75,5.33333333333333
"2017-2018",7.25,7,21.875,4.57142857142857
"2013-2014",7.2,8,25,4
"2014-2015",6.7,9,28.125,3.55555555555556
"2010-2011",6.6,10,31.25,3.2
"2006-2007",6.25,11,34.375,2.90909090909091
"1992-1993",6,12,37.5,2.66666666666667
"2016-2017",5.6,13,40.625,2.46153846153846
"1996-1997",5.5,14,43.75,2.28571428571429
"2001-2002",5.5,15,46.875,2.13333333333333
"2020-2021",5,16,50,2
"2000-2001",4.95,17,53.125,1.88235294117647
"2007-2008",4.85,18,56.25,1.77777777777778
"2003-2004",4.8,19,59.375,1.68421052631579
"2011-2012",4.55,20,62.5,1.6
"2008-2009",4.3,21,65.625,1.52380952380952
"2012-2013",4.3,22,68.75,1.45454545454545
"2019-2020",4.2,23,71.875,1.39130434782609
"2009-2010",4.15,24,75,1.33333333333333
"1995-1996",4,25,78.125,1.28
"2021-2022",3.65,26,81.25,1.23076923076923
"1993-1994",3.5,27,84.375,1.18518518518519
"1999-2000",3.4,28,87.5,1.14285714285714
"2018-2019",3.4,29,90.625,1.10344827586207
"1998-1999",2.6,30,93.75,1.06666666666667
"1991-1992",0.5595,31,96.875,1.03225806451613
