Years,x3_5_hr,rank,Probability,Frequency
"2018-2019",5.714285714,1,20,5
"2019-2020",5.285714286,2,40,2.5
"2021-2022",2.742857143,3,60,1.66666666666667
"2017-2018",2.285714286,4,80,1.25
