Years,x5_hr,rank,Probability,Frequency
"2001-2002",12.24,1,3.33333333333333,30
"2002-2003",10.92,2,6.66666666666667,15
"2010-2011",9.32,3,10,10
"2019-2020",9.22,4,13.3333333333333,7.5
"2009-2010",7.98,5,16.6666666666667,6
"1999-2000",7.62,6,20,5
"2015-2016",7.2,7,23.3333333333333,4.28571428571429
"1993-1994",7.056,8,26.6666666666667,3.75
"1995-1996",6.28,9,30,3.33333333333333
"2008-2009",6.26,10,33.3333333333333,3
"2003-2004",6.12,11,36.6666666666667,2.72727272727273
"2004-2005",6.06,12,40,2.5
"2011-2012",5.98,13,43.3333333333333,2.30769230769231
"2006-2007",5.86,14,46.6666666666667,2.14285714285714
"2017-2018",5.74,15,50,2
"1994-1995",5.6238,16,53.3333333333333,1.875
"2012-2013",5.56,17,56.6666666666667,1.76470588235294
"2020-2021",5.52,18,60,1.66666666666667
"2014-2015",5.5,19,63.3333333333333,1.57894736842105
"1996-1997",5.36,20,66.6666666666667,1.5
"2016-2017",5.16,21,70,1.42857142857143
"1997-1998",4.96,22,73.3333333333333,1.36363636363636
"2018-2019",4.92,23,76.6666666666667,1.30434782608696
"2005-2006",4.72,24,80,1.25
"1998-1999",4.58,25,83.3333333333333,1.2
"2000-2001",4.54,26,86.6666666666667,1.15384615384615
"2021-2022",4.16,27,90,1.11111111111111
"2007-2008",3.9,28,93.3333333333333,1.07142857142857
"2013-2014",3.7,29,96.6666666666667,1.03448275862069
