Years,x5_hr,rank,Probability,Frequency
"2002-2003",12.48,1,4,25
"2010-2011",9.84,2,8,12.5
"2006-2007",9.58,3,12,8.33333333333333
"1999-2000",9.4,4,16,6.25
"2019-2020",9.34,5,20,5
"2005-2006",9.1,6,24,4.16666666666667
"2003-2004",8.46,7,28,3.57142857142857
"2016-2017",8.34,8,32,3.125
"2012-2013",7.88,9,36,2.77777777777778
"2021-2022",7.58,10,40,2.5
"2004-2005",7.56,11,44,2.27272727272727
"2011-2012",7.36,12,48,2.08333333333333
"2020-2021",7.16,13,52,1.92307692307692
"2013-2014",6.76,14,56,1.78571428571429
"2015-2016",6.72,15,60,1.66666666666667
"2018-2019",6.54,16,64,1.5625
"2007-2008",6.3,17,68,1.47058823529412
"2014-2015",6.14,18,72,1.38888888888889
"2001-2002",6.02,19,76,1.31578947368421
"2017-2018",6.02,20,80,1.25
"2008-2009",5.9,21,84,1.19047619047619
"2009-2010",5.78,22,88,1.13636363636364
"1998-1999",5.7,23,92,1.08695652173913
"2000-2001",4.48,24,96,1.04166666666667
