Years,x3_5_hr,rank,Probability,Frequency
"2006-2007",11.2857142857143,1,5.88235294117647,17
"2019-2020",9.22857142857143,2,11.7647058823529,8.5
"2020-2021",9.17142857142857,3,17.6470588235294,5.66666666666667
"2010-2011",8.4,4,23.5294117647059,4.25
"2018-2019",7.8,5,29.4117647058824,3.4
"2012-2013",7.57142857142857,6,35.2941176470588,2.83333333333333
"2014-2015",7.34285714285714,7,41.1764705882353,2.42857142857143
"2016-2017",7.25714285714286,8,47.0588235294118,2.125
"2017-2018",6.6,9,52.9411764705882,1.88888888888889
"2011-2012",6.42857142857143,10,58.8235294117647,1.7
"2009-2010",6.2,11,64.7058823529412,1.54545454545455
"2008-2009",6.11428571428571,12,70.5882352941177,1.41666666666667
"2013-2014",6.08571428571429,13,76.4705882352941,1.30769230769231
"2007-2008",5.82857142857143,14,82.3529411764706,1.21428571428571
"2021-2022",5.48571428571429,15,88.2352941176471,1.13333333333333
"2015-2016",5.45714285714286,16,94.1176470588235,1.0625
