Years,x4_hr,rank,Probability,Frequency
"2014-2015",15.3015,1,4.76190476190476,21
"2019-2020",10.025,2,9.52380952380952,10.5
"2015-2016",9.375,3,14.2857142857143,7
"2021-2022",9.375,4,19.047619047619,5.25
"2012-2013",9.325,5,23.8095238095238,4.2
"2010-2011",9.1,6,28.5714285714286,3.5
"2006-2007",8.725,7,33.3333333333333,3
"2020-2021",8.1,8,38.0952380952381,2.625
"2009-2010",8.075,9,42.8571428571429,2.33333333333333
"2007-2008",7.85,10,47.6190476190476,2.1
"2005-2006",7.825,11,52.3809523809524,1.90909090909091
"2002-2003",7.8,12,57.1428571428571,1.75
"2004-2005",7.7,13,61.9047619047619,1.61538461538462
"2016-2017",7.5,14,66.6666666666667,1.5
"2017-2018",7.425,15,71.4285714285714,1.4
"2013-2014",6.7,16,76.1904761904762,1.3125
"2003-2004",6.125,17,80.9523809523809,1.23529411764706
"2011-2012",6.1,18,85.7142857142857,1.16666666666667
"2008-2009",5.425,19,90.4761904761905,1.10526315789474
"2018-2019",5.425,20,95.2380952380952,1.05
