Years,x3_hr,rank,Probability,Frequency
"2001-2002",10,1,4,25
"2019-2020",9.53333333333333,2,8,12.5
"2008-2009",9.26666666666667,3,12,8.33333333333333
"2017-2018",8.96666666666667,4,16,6.25
"2013-2014",8.76666666666667,5,20,5
"2020-2021",8.63333333333333,6,24,4.16666666666667
"2015-2016",8.06666666666667,7,28,3.57142857142857
"2003-2004",7.76666666666667,8,32,3.125
"2012-2013",7.73333333333333,9,36,2.77777777777778
"2010-2011",7.66666666666667,10,40,2.5
"2014-2015",7.46666666666667,11,44,2.27272727272727
"2018-2019",7.3,12,48,2.08333333333333
"2002-2003",7.13333333333333,13,52,1.92307692307692
"1998-1999",7.1,14,56,1.78571428571429
"2009-2010",7.1,15,60,1.66666666666667
"2005-2006",6.33333333333333,16,64,1.5625
"2004-2005",6.16666666666667,17,68,1.47058823529412
"2006-2007",5.93333333333333,18,72,1.38888888888889
"1999-2000",5.8,19,76,1.31578947368421
"2011-2012",5.7,20,80,1.25
"2016-2017",4.96666666666667,21,84,1.19047619047619
"2021-2022",4.43333333333333,22,88,1.13636363636364
"2000-2001",4.2,23,92,1.08695652173913
"2007-2008",3.1,24,96,1.04166666666667
