Years,x1_5_hr,rank,Probability,Frequency
"2020-2021",40.8666666666667,1,3.84615384615385,26
"2002-2003",29.1333333333333,2,7.69230769230769,13
"1999-2000",24.2,3,11.5384615384615,8.66666666666667
"2010-2011",22.7333333333333,4,15.3846153846154,6.5
"2021-2022",22.7333333333333,5,19.2307692307692,5.2
"2014-2015",22.5333333333333,6,23.0769230769231,4.33333333333333
"2008-2009",21.1333333333333,7,26.9230769230769,3.71428571428571
"2012-2013",21.0666666666667,8,30.7692307692308,3.25
"2019-2020",21.0666666666667,9,34.6153846153846,2.88888888888889
"2009-2010",17.0666666666667,10,38.4615384615385,2.6
"2015-2016",16.9333333333333,11,42.3076923076923,2.36363636363636
"2001-2002",16.8,12,46.1538461538462,2.16666666666667
"2000-2001",16.1333333333333,13,50,2
"2004-2005",14.6,14,53.8461538461538,1.85714285714286
"1994-1995",14.4,15,57.6923076923077,1.73333333333333
"2018-2019",14.0666666666667,16,61.5384615384615,1.625
"2007-2008",13.3333333333333,17,65.3846153846154,1.52941176470588
"2016-2017",12.8,18,69.2307692307692,1.44444444444444
"2011-2012",12.7333333333333,19,73.0769230769231,1.36842105263158
"2006-2007",12.6666666666667,20,76.9230769230769,1.3
"2013-2014",11.1333333333333,21,80.7692307692308,1.23809523809524
"2017-2018",11,22,84.6153846153846,1.18181818181818
"2003-2004",9.6,23,88.4615384615385,1.1304347826087
"2005-2006",9.26666666666667,24,92.3076923076923,1.08333333333333
"1993-1994",9,25,96.1538461538462,1.04
