Years,x20_min,rank,Probability,Frequency
"2017-2018",64.2,1,4,25
"2010-2011",52.2,2,8,12.5
"2020-2021",46.2,3,12,8.33333333333333
"2015-2016",43.8,4,16,6.25
"2013-2014",41.7,5,20,5
"2001-2002",41.1,6,24,4.16666666666667
"2014-2015",39.9,7,28,3.57142857142857
"2012-2013",39,8,32,3.125
"2019-2020",35.1,9,36,2.77777777777778
"1998-1999",34.5,10,40,2.5
"2002-2003",34.5,11,44,2.27272727272727
"2011-2012",33.9,12,48,2.08333333333333
"1999-2000",30.6,13,52,1.92307692307692
"2018-2019",29.7,14,56,1.78571428571429
"2009-2010",29.1,15,60,1.66666666666667
"2005-2006",27.6,16,64,1.5625
"2000-2001",26.7,17,68,1.47058823529412
"2004-2005",25.5,18,72,1.38888888888889
"2021-2022",25.2,19,76,1.31578947368421
"2006-2007",24.3,20,80,1.25
"2007-2008",20.7,21,84,1.19047619047619
"2008-2009",20.7,22,88,1.13636363636364
"2016-2017",18.6,23,92,1.08695652173913
"2003-2004",17.1,24,96,1.04166666666667
