Years,x2_hr,rank,Probability,Frequency
"2010-2011",16.9,1,3.33333333333333,30
"2001-2002",16.75,2,6.66666666666667,15
"2009-2010",15.05,3,10,10
"2015-2016",14.85,4,13.3333333333333,7.5
"2002-2003",14.25,5,16.6666666666667,6
"2019-2020",12.75,6,20,5
"1999-2000",12.65,7,23.3333333333333,4.28571428571429
"2003-2004",11.95,8,26.6666666666667,3.75
"1996-1997",11.85,9,30,3.33333333333333
"1995-1996",11.85,10,33.3333333333333,3
"2004-2005",11.8,11,36.6666666666667,2.72727272727273
"1998-1999",11,12,40,2.5
"2017-2018",10.95,13,43.3333333333333,2.30769230769231
"1993-1994",10.595,14,46.6666666666667,2.14285714285714
"2006-2007",9.4,15,50,2
"2005-2006",9.3,16,53.3333333333333,1.875
"2020-2021",9,17,56.6666666666667,1.76470588235294
"2018-2019",8.95,18,60,1.66666666666667
"2011-2012",8.4,19,63.3333333333333,1.57894736842105
"2008-2009",8.3,20,66.6666666666667,1.5
"2012-2013",7.65,21,70,1.42857142857143
"1994-1995",7.644,22,73.3333333333333,1.36363636363636
"2013-2014",7.55,23,76.6666666666667,1.30434782608696
"1997-1998",7.5,24,80,1.25
"2016-2017",7,25,83.3333333333333,1.2
"2014-2015",6.9,26,86.6666666666667,1.15384615384615
"2021-2022",6.9,27,90,1.11111111111111
"2000-2001",6.8,28,93.3333333333333,1.07142857142857
"2007-2008",6,29,96.6666666666667,1.03448275862069
