Years,x1_hr,rank,Probability,Frequency
"2008-2009",32.8,1,5.55555555555556,18
"2009-2010",30.5,2,11.1111111111111,9
"2015-2016",29.9,3,16.6666666666667,6
"2018-2019",29.1,4,22.2222222222222,4.5
"2011-2012",28.3,5,27.7777777777778,3.6
"2007-2008",27.1,6,33.3333333333333,3
"2010-2011",26.5,7,38.8888888888889,2.57142857142857
"2020-2021",25.2,8,44.4444444444444,2.25
"2019-2020",22.2,9,50,2
"2017-2018",21.6,10,55.5555555555556,1.8
"2014-2015",20.1,11,61.1111111111111,1.63636363636364
"2021-2022",19.8,12,66.6666666666667,1.5
"2005-2006",18.8,13,72.2222222222222,1.38461538461538
"2012-2013",16.6,14,77.7777777777778,1.28571428571429
"2016-2017",16.4,15,83.3333333333333,1.2
"2006-2007",15.6,16,88.8888888888889,1.125
"2013-2014",15.4,17,94.4444444444444,1.05882352941176
