Years,x2_hr,rank,Probability,Frequency
"2012-2013",32.8,1,7.14285714285714,14
"2017-2018",27.6,2,14.2857142857143,7
"2014-2015",20.15,3,21.4285714285714,4.66666666666667
"2019-2020",19.9,4,28.5714285714286,3.5
"2010-2011",15.05,5,35.7142857142857,2.8
"2021-2022",14.4,6,42.8571428571429,2.33333333333333
"2020-2021",13.45,7,50,2
"2011-2012",13.2,8,57.1428571428571,1.75
"2009-2010",12.55,9,64.2857142857143,1.55555555555556
"2018-2019",12.45,10,71.4285714285714,1.4
"2016-2017",12.1,11,78.5714285714286,1.27272727272727
"2013-2014",11.15,12,85.7142857142857,1.16666666666667
"2015-2016",6.25,13,92.8571428571429,1.07692307692308
