Years,x1_hr,rank,Probability,Frequency
"2009-2010",21,1,5.88235294117647,17
"2020-2021",20.8,2,11.7647058823529,8.5
"2016-2017",20.6,3,17.6470588235294,5.66666666666667
"2014-2015",20.2,4,23.5294117647059,4.25
"2010-2011",18.7,5,29.4117647058824,3.4
"2004-2005",17.2,6,35.2941176470588,2.83333333333333
"2007-2008",16.4,7,41.1764705882353,2.42857142857143
"2011-2012",14.4,8,47.0588235294118,2.125
"2015-2016",14.4,9,52.9411764705882,1.88888888888889
"2008-2009",14.3,10,58.8235294117647,1.7
"2013-2014",13,11,64.7058823529412,1.54545454545455
"2021-2022",12.2,12,70.5882352941177,1.41666666666667
"2005-2006",12.1,13,76.4705882352941,1.30769230769231
"2012-2013",12,14,82.3529411764706,1.21428571428571
"2017-2018",11,15,88.2352941176471,1.13333333333333
"2003-2004",10.8,16,94.1176470588235,1.0625
