Years,x4_5_hr,rank,Probability,Frequency
"2014-2015",10.77777778,1,5.55555555555556,18
"2020-2021",10.57777778,2,11.1111111111111,9
"2017-2018",10.4,3,16.6666666666667,6
"2009-2010",10.13333333,4,22.2222222222222,4.5
"2011-2012",9.311111111,5,27.7777777777778,3.6
"2008-2009",8.911111111,6,33.3333333333333,3
"2012-2013",8.888888889,7,38.8888888888889,2.57142857142857
"2010-2011",8.666666667,8,44.4444444444444,2.25
"2021-2022",8.266666667,9,50,2
"2007-2008",8.111111111,10,55.5555555555556,1.8
"2019-2020",8.044444444,11,61.1111111111111,1.63636363636364
"2005-2006",7.844444444,12,66.6666666666667,1.5
"2018-2019",7.644444444,13,72.2222222222222,1.38461538461538
"2013-2014",7.577777778,14,77.7777777777778,1.28571428571429
"2015-2016",6.755555556,15,83.3333333333333,1.2
"2006-2007",6.6,16,88.8888888888889,1.125
"2016-2017",5.955555556,17,94.4444444444444,1.05882352941176
