Years,x50_min,rank,Probability,Frequency
"2011-2012",47.16,1,8.33333333333333,12
"2020-2021",39,2,16.6666666666667,6
"2014-2015",35.16,3,25,4
"2018-2019",34.8,4,33.3333333333333,3
"2017-2018",34.44,5,41.6666666666667,2.4
"2016-2017",28.32,6,50,2
"2021-2022",24.6,7,58.3333333333333,1.71428571428571
"2019-2020",24.12,8,66.6666666666667,1.5
"2013-2014",24,9,75,1.33333333333333
"2015-2016",23.64,10,83.3333333333333,1.2
"2012-2013",20.88,11,91.6666666666667,1.09090909090909
