Years,x2_hr,rank,Probability,Frequency
"2015-2016",19.55,1,4.54545454545455,22
"2009-2010",19.45,2,9.09090909090909,11
"2019-2020",18.55,3,13.6363636363636,7.33333333333333
"2012-2013",16.45,4,18.1818181818182,5.5
"2014-2015",16.3,5,22.7272727272727,4.4
"2010-2011",16.2,6,27.2727272727273,3.66666666666667
"2001-2002",15.45,7,31.8181818181818,3.14285714285714
"2002-2003",15.25,8,36.3636363636364,2.75
"2017-2018",13.95,9,40.9090909090909,2.44444444444444
"2018-2019",13.75,10,45.4545454545455,2.2
"2007-2008",12.75,11,50,2
"2020-2021",12.6,12,54.5454545454545,1.83333333333333
"2003-2004",12.1,13,59.0909090909091,1.69230769230769
"2011-2012",11.3,14,63.6363636363636,1.57142857142857
"2004-2005",11.1,15,68.1818181818182,1.46666666666667
"2008-2009",11,16,72.7272727272727,1.375
"2021-2022",9.95,17,77.2727272727273,1.29411764705882
"2016-2017",9.3,18,81.8181818181818,1.22222222222222
"2006-2007",8.95,19,86.3636363636364,1.15789473684211
"2005-2006",8.3,20,90.9090909090909,1.1
"2013-2014",6.2,21,95.4545454545455,1.04761904761905
