Years,x4_5_hr,rank,Probability,Frequency
"2016-2017",14.0666666666667,1,11.1111111111111,9
"2010-2011",10.0666666666667,2,22.2222222222222,4.5
"2009-2010",9.4,3,33.3333333333333,3
"2012-2013",8.33333333333333,4,44.4444444444444,2.25
"2014-2015",7.28888888888889,5,55.5555555555556,1.8
"2015-2016",6.71111111111111,6,66.6666666666667,1.5
"2011-2012",6.37777777777778,7,77.7777777777778,1.28571428571429
"2013-2014",5.44444444444444,8,88.8888888888889,1.125
