Years,x6_hr,rank,Probability,Frequency
"2009-2010",7.68333333333333,1,5.55555555555556,18
"2019-2020",6.91666666666667,2,11.1111111111111,9
"2008-2009",6.61666666666667,3,16.6666666666667,6
"2005-2006",6.55,4,22.2222222222222,4.5
"2006-2007",6.35,5,27.7777777777778,3.6
"2014-2015",6.31666666666667,6,33.3333333333333,3
"2012-2013",5.9,7,38.8888888888889,2.57142857142857
"2020-2021",5.68333333333333,8,44.4444444444444,2.25
"2013-2014",5.53333333333333,9,50,2
"2007-2008",5.36666666666667,10,55.5555555555556,1.8
"2017-2018",5.16666666666667,11,61.1111111111111,1.63636363636364
"2016-2017",5.13333333333333,12,66.6666666666667,1.5
"2011-2012",5.1,13,72.2222222222222,1.38461538461538
"2018-2019",4.98333333333333,14,77.7777777777778,1.28571428571429
"2015-2016",4.71666666666667,15,83.3333333333333,1.2
"2021-2022",4.55,16,88.8888888888889,1.125
"2010-2011",4.21666666666667,17,94.4444444444444,1.05882352941176
