Years,x2_hr,rank,Probability,Frequency
"2013-2014",14.7,1,7.69230769230769,13
"2018-2019",11.15,2,15.3846153846154,6.5
"2012-2013",10.55,3,23.0769230769231,4.33333333333333
"2017-2018",9.65,4,30.7692307692308,3.25
"2014-2015",8.45,5,38.4615384615385,2.6
"2015-2016",8.2,6,46.1538461538462,2.16666666666667
"2016-2017",7.95,7,53.8461538461538,1.85714285714286
"2019-2020",7.95,8,61.5384615384615,1.625
"2011-2012",7.25,9,69.2307692307692,1.44444444444444
"2010-2011",6.9,10,76.9230769230769,1.3
"2020-2021",6.15,11,84.6153846153846,1.18181818181818
"2021-2022",5.25,12,92.3076923076923,1.08333333333333
