Years,x40_min,rank,Probability,Frequency
"2009-2010",25.65,1,5,20
"2006-2007",25.35,2,10,10
"2011-2012",18.75,3,15,6.66666666666667
"2018-2019",16.5,4,20,5
"2007-2008",12.15,5,25,4
"2021-2022",10.05,6,30,3.33333333333333
"2012-2013",9.9,7,35,2.85714285714286
"2013-2014",9.75,8,40,2.5
"2019-2020",8.7,9,45,2.22222222222222
"2005-2006",8.7,10,50,2
"2008-2009",8.7,11,55,1.81818181818182
"2020-2021",8.25,12,60,1.66666666666667
"2017-2018",7.65,13,65,1.53846153846154
"2015-2016",6.75,14,70,1.42857142857143
"2010-2011",6.45,15,75,1.33333333333333
"2003-2004",6.3,16,80,1.25
"2016-2017",6.3,17,85,1.17647058823529
"2014-2015",6.3,18,90,1.11111111111111
"2004-2005",5.25,19,95,1.05263157894737
