Years,x6_hr,rank,Probability,Frequency
"2011-2012",10.8166666666667,1,5.26315789473684,19
"2017-2018",9.78333333333333,2,10.5263157894737,9.5
"2020-2021",8.78333333333333,3,15.7894736842105,6.33333333333333
"2004-2005",8.2,4,21.0526315789474,4.75
"2010-2011",7.78333333333333,5,26.3157894736842,3.8
"2007-2008",6.81666666666667,6,31.5789473684211,3.16666666666667
"2014-2015",6.75,7,36.8421052631579,2.71428571428571
"2018-2019",6.7,8,42.1052631578947,2.375
"2009-2010",6.45,9,47.3684210526316,2.11111111111111
"2012-2013",5.63333333333333,10,52.6315789473684,1.9
"2016-2017",5.31666666666667,11,57.8947368421053,1.72727272727273
"2006-2007",5.16666666666667,12,63.1578947368421,1.58333333333333
"2019-2020",5.13333333333333,13,68.4210526315789,1.46153846153846
"2005-2006",4.81666666666667,14,73.6842105263158,1.35714285714286
"2015-2016",4.68333333333333,15,78.9473684210526,1.26666666666667
"2021-2022",4.35,16,84.2105263157895,1.1875
"2013-2014",4.33333333333333,17,89.4736842105263,1.11764705882353
"2008-2009",3.41666666666667,18,94.7368421052632,1.05555555555556
