Years,x1_5_hr,rank,Probability,Frequency
"2001-2002",19.4666666666667,1,3.84615384615385,26
"2019-2020",16.9333333333333,2,7.69230769230769,13
"2017-2018",16.8,3,11.5384615384615,8.66666666666667
"2006-2007",16.2666666666667,4,15.3846153846154,6.5
"2008-2009",13.2,5,19.2307692307692,5.2
"2012-2013",12.9333333333333,6,23.0769230769231,4.33333333333333
"2005-2006",12.7333333333333,7,26.9230769230769,3.71428571428571
"2002-2003",12.6666666666667,8,30.7692307692308,3.25
"2003-2004",12.5333333333333,9,34.6153846153846,2.88888888888889
"2015-2016",12.4,10,38.4615384615385,2.6
"2004-2005",12.3333333333333,11,42.3076923076923,2.36363636363636
"2020-2021",12.1333333333333,12,46.1538461538462,2.16666666666667
"2018-2019",10.8666666666667,13,50,2
"2009-2010",9.93333333333334,14,53.8461538461538,1.85714285714286
"2014-2015",9.73333333333333,15,57.6923076923077,1.73333333333333
"2013-2014",9.66666666666667,16,61.5384615384615,1.625
"2010-2011",9.6,17,65.3846153846154,1.52941176470588
"1997-1998",9.06666666666667,18,69.2307692307692,1.44444444444444
"2007-2008",9,19,73.0769230769231,1.36842105263158
"2016-2017",9,20,76.9230769230769,1.3
"1996-1997",8.86666666666667,21,80.7692307692308,1.23809523809524
"1998-1999",8,22,84.6153846153846,1.18181818181818
"2011-2012",7.33333333333333,23,88.4615384615385,1.1304347826087
"1999-2000",7,24,92.3076923076923,1.08333333333333
"2021-2022",7,25,96.1538461538462,1.04
