Years,x2_hr,rank,Probability,Frequency
"2011-2012",20.95,1,16.6666666666667,6
"2009-2010",14.85,2,33.3333333333333,3
"2010-2011",13.8,3,50,2
"2008-2009",11.55,4,66.6666666666667,1.5
"2005-2006",10.85,5,83.3333333333333,1.2
