Years,x10_min,rank,Probability,Frequency
"1997-1998",117.6,1,3.7037037037037,27
"2012-2013",51.6,2,7.40740740740741,13.5
"2009-2010",44.4,3,11.1111111111111,9
"1996-1997",42.6,4,14.8148148148148,6.75
"2005-2006",40.2,5,18.5185185185185,5.4
"2013-2014",37.2,6,22.2222222222222,4.5
"2017-2018",37.2,7,25.9259259259259,3.85714285714286
"2000-2001",36.6,8,29.6296296296296,3.375
"2002-2003",36,9,33.3333333333333,3
"2004-2005",35.4,10,37.037037037037,2.7
"2019-2020",35.4,11,40.7407407407407,2.45454545454545
"2020-2021",34.2,12,44.4444444444444,2.25
"2001-2002",33.6,13,48.1481481481481,2.07692307692308
"2008-2009",33.6,14,51.8518518518518,1.92857142857143
"2014-2015",32.4,15,55.5555555555556,1.8
"2003-2004",30.6,16,59.2592592592593,1.6875
"2010-2011",27,17,62.962962962963,1.58823529411765
"2018-2019",27,18,66.6666666666667,1.5
"2007-2008",25.8,19,70.3703703703704,1.42105263157895
"2015-2016",25.8,20,74.0740740740741,1.35
"2016-2017",22.2,21,77.7777777777778,1.28571428571429
"2006-2007",20.4,22,81.4814814814815,1.22727272727273
"2021-2022",18,23,85.1851851851852,1.17391304347826
"2011-2012",15,24,88.8888888888889,1.125
"1999-2000",12.6,25,92.5925925925926,1.08
"1998-1999",11.4,26,96.2962962962963,1.03846153846154
