Years,x1_5_hr,rank,Probability,Frequency
"2019-2020",22.0666666666667,1,3.7037037037037,27
"2014-2015",15.7333333333333,2,7.40740740740741,13.5
"2006-2007",15.4,3,11.1111111111111,9
"2015-2016",14.2666666666667,4,14.8148148148148,6.75
"1996-1997",13.0666666666667,5,18.5185185185185,5.4
"2013-2014",11.3333333333333,6,22.2222222222222,4.5
"2008-2009",10.6,7,25.9259259259259,3.85714285714286
"2004-2005",10.3333333333333,8,29.6296296296296,3.375
"2012-2013",9.93333333333333,9,33.3333333333333,3
"2005-2006",9.2,10,37.037037037037,2.7
"2011-2012",9.13333333333333,11,40.7407407407407,2.45454545454545
"2009-2010",8.4,12,44.4444444444444,2.25
"2017-2018",7.86666666666667,13,48.1481481481481,2.07692307692308
"2002-2003",7.46666666666667,14,51.8518518518518,1.92857142857143
"2018-2019",7.13333333333333,15,55.5555555555556,1.8
"2003-2004",7.13333333333333,16,59.2592592592593,1.6875
"2001-2002",6.93333333333333,17,62.962962962963,1.58823529411765
"2007-2008",6.73333333333333,18,66.6666666666667,1.5
"1997-1998",6.33333333333333,19,70.3703703703704,1.42105263157895
"1999-2000",6.06666666666667,20,74.0740740740741,1.35
"2000-2001",5.86666666666667,21,77.7777777777778,1.28571428571429
"1998-1999",5.66666666666667,22,81.4814814814815,1.22727272727273
"2020-2021",5.6,23,85.1851851851852,1.17391304347826
"2016-2017",5.46666666666667,24,88.8888888888889,1.125
"2021-2022",5,25,92.5925925925926,1.08
"2010-2011",3.53333333333333,26,96.2962962962963,1.03846153846154
