Years,x1_5_hr,rank,Probability,Frequency
"2014-2015",32.21,1,4.76190476190476,21
"2009-2010",16,2,9.52380952380952,10.5
"2015-2016",15.5333333333333,3,14.2857142857143,7
"2012-2013",15.0666666666667,4,19.047619047619,5.25
"2020-2021",14.0666666666667,5,23.8095238095238,4.2
"2013-2014",13.8666666666667,6,28.5714285714286,3.5
"2017-2018",13.1333333333333,7,33.3333333333333,3
"2019-2020",12.4,8,38.0952380952381,2.625
"2021-2022",12.2666666666667,9,42.8571428571429,2.33333333333333
"2018-2019",11.5333333333333,10,47.6190476190476,2.1
"2006-2007",11.4,11,52.3809523809524,1.90909090909091
"2016-2017",11.1333333333333,12,57.1428571428571,1.75
"2007-2008",11,13,61.9047619047619,1.61538461538462
"2002-2003",10.9333333333333,14,66.6666666666667,1.5
"2005-2006",10.2,15,71.4285714285714,1.4
"2011-2012",10.1333333333333,16,76.1904761904762,1.3125
"2010-2011",10.0666666666667,17,80.9523809523809,1.23529411764706
"2008-2009",9.73333333333333,18,85.7142857142857,1.16666666666667
"2004-2005",9.6,19,90.4761904761905,1.10526315789474
"2003-2004",8.13333333333333,20,95.2380952380952,1.05
