Years,x10_min,rank,Probability,Frequency
"2009-2010",48,1,6.66666666666667,15
"2015-2016",40.8,2,13.3333333333333,7.5
"2013-2014",31.8,3,20,5
"2019-2020",30.6,4,26.6666666666667,3.75
"2017-2018",27,5,33.3333333333333,3
"2008-2009",26.4,6,40,2.5
"2018-2019",25.8,7,46.6666666666667,2.14285714285714
"2014-2015",21.6,8,53.3333333333333,1.875
"2011-2012",16.8,9,60,1.66666666666667
"2012-2013",13.2,10,66.6666666666667,1.5
"2016-2017",12.6,11,73.3333333333333,1.36363636363636
"2020-2021",12.6,12,80,1.25
"2021-2022",10.2,13,86.6666666666667,1.15384615384615
"2010-2011",7.8,14,93.3333333333333,1.07142857142857
