Years,x3_5_hr,rank,Probability,Frequency
"2011-2012",19.0571428571429,1,6.25,16
"2020-2021",14.9428571428571,2,12.5,8
"2013-2014",13.9428571428571,3,18.75,5.33333333333333
"2017-2018",13.8285714285714,4,25,4
"2018-2019",9.6,5,31.25,3.2
"2021-2022",9.45714285714286,6,37.5,2.66666666666667
"2012-2013",9.31428571428571,7,43.75,2.28571428571429
"2010-2011",8.94285714285714,8,50,2
"2014-2015",8.54285714285714,9,56.25,1.77777777777778
"2019-2020",8.11428571428572,10,62.5,1.6
"2016-2017",7.94285714285714,11,68.75,1.45454545454545
"2008-2009",6.34285714285714,12,75,1.33333333333333
"2007-2008",6.2,13,81.25,1.23076923076923
"2015-2016",6.05714285714286,14,87.5,1.14285714285714
"2009-2010",5.91428571428571,15,93.75,1.06666666666667
