Years,x50_min,rank,Probability,Frequency
"2008-2009",29.64,1,6.66666666666667,15
"2016-2017",27.12,2,13.3333333333333,7.5
"2009-2010",26.76,3,20,5
"2020-2021",26.16,4,26.6666666666667,3.75
"2012-2013",26.04,5,33.3333333333333,3
"2014-2015",24.84,6,40,2.5
"2010-2011",24.72,7,46.6666666666667,2.14285714285714
"2017-2018",22.44,8,53.3333333333333,1.875
"2015-2016",21.12,9,60,1.66666666666667
"2019-2020",20.28,10,66.6666666666667,1.5
"2018-2019",19.44,11,73.3333333333333,1.36363636363636
"2021-2022",18.48,12,80,1.25
"2011-2012",14.88,13,86.6666666666667,1.15384615384615
"2013-2014",14.52,14,93.3333333333333,1.07142857142857
