Years,x2_5_hr,rank,Probability,Frequency
"2005-2006",12.92,1,4.54545454545455,22
"2014-2015",12.4,2,9.09090909090909,11
"2009-2010",10.4,3,13.6363636363636,7.33333333333333
"2018-2019",10.32,4,18.1818181818182,5.5
"2008-2009",9.68,5,22.7272727272727,4.4
"2017-2018",9.52,6,27.2727272727273,3.66666666666667
"2020-2021",9.24,7,31.8181818181818,3.14285714285714
"2013-2014",9.12,8,36.3636363636364,2.75
"2015-2016",8.96,9,40.9090909090909,2.44444444444444
"2000-2001",8.88,10,45.4545454545455,2.2
"2003-2004",8.88,11,50,2
"2006-2007",8.52,12,54.5454545454545,1.83333333333333
"2001-2002",7.56,13,59.0909090909091,1.69230769230769
"2021-2022",7.32,14,63.6363636363636,1.57142857142857
"2004-2005",7.08,15,68.1818181818182,1.46666666666667
"2019-2020",7,16,72.7272727272727,1.375
"2016-2017",6.48,17,77.2727272727273,1.29411764705882
"2012-2013",6.2,18,81.8181818181818,1.22222222222222
"2011-2012",5.64,19,86.3636363636364,1.15789473684211
"2010-2011",5.64,20,90.9090909090909,1.1
"2002-2003",5.2,21,95.4545454545455,1.04761904761905
