Years,x5_hr,rank,Probability,Frequency
"2018-2019",14,1,5,20
"2017-2018",12.82,2,10,10
"2015-2016",9.78,3,15,6.66666666666667
"2006-2007",8.68,4,20,5
"2020-2021",7.4,5,25,4
"2019-2020",6.78,6,30,3.33333333333333
"2008-2009",6.62,7,35,2.85714285714286
"2004-2005",5.78,8,40,2.5
"2011-2012",5.54,9,45,2.22222222222222
"2014-2015",5.52,10,50,2
"2012-2013",4.96,11,55,1.81818181818182
"2021-2022",4.52,12,60,1.66666666666667
"2003-2004",4.42,13,65,1.53846153846154
"2009-2010",4.24,14,70,1.42857142857143
"2007-2008",4.14,15,75,1.33333333333333
"2016-2017",3.98,16,80,1.25
"2013-2014",3.88,17,85,1.17647058823529
"2005-2006",3.6,18,90,1.11111111111111
"2010-2011",3.38,19,95,1.05263157894737
