Years,x1_5_hr,rank,Probability,Frequency
"2005-2006",17.5333333333333,1,5.55555555555556,18
"2017-2018",15.8666666666667,2,11.1111111111111,9
"2009-2010",14.6,3,16.6666666666667,6
"2008-2009",13.2,4,22.2222222222222,4.5
"2016-2017",13.2,5,27.7777777777778,3.6
"2013-2014",13,6,33.3333333333333,3
"2007-2008",12.6666666666667,7,38.8888888888889,2.57142857142857
"2018-2019",12.4,8,44.4444444444444,2.25
"2015-2016",11.6666666666667,9,50,2
"2006-2007",11.1333333333333,10,55.5555555555556,1.8
"2019-2020",10.9333333333333,11,61.1111111111111,1.63636363636364
"2012-2013",9.8,12,66.6666666666667,1.5
"2020-2021",9.73333333333333,13,72.2222222222222,1.38461538461538
"2010-2011",9.26666666666667,14,77.7777777777778,1.28571428571429
"2014-2015",9.2,15,83.3333333333333,1.2
"2021-2022",8.4,16,88.8888888888889,1.125
"2011-2012",7.4,17,94.4444444444444,1.05882352941176
