Years,x30_min,rank,Probability,Frequency
"2020-2021",81.8,1,3.84615384615385,26
"2002-2003",53,2,7.69230769230769,13
"2010-2011",49.4,3,11.5384615384615,8.66666666666667
"2014-2015",48.4,4,15.3846153846154,6.5
"2001-2002",40.6,5,19.2307692307692,5.2
"2015-2016",39.8,6,23.0769230769231,4.33333333333333
"2008-2009",39.6,7,26.9230769230769,3.71428571428571
"1999-2000",39.4,8,30.7692307692308,3.25
"2000-2001",38.2,9,34.6153846153846,2.88888888888889
"2021-2022",35,10,38.4615384615385,2.6
"2011-2012",33.2,11,42.3076923076923,2.36363636363636
"2009-2010",33.2,12,46.1538461538462,2.16666666666667
"2012-2013",32.6,13,50,2
"2006-2007",30.8,14,53.8461538461538,1.85714285714286
"2017-2018",30.2,15,57.6923076923077,1.73333333333333
"2019-2020",28.6,16,61.5384615384615,1.625
"2004-2005",27,17,65.3846153846154,1.52941176470588
"1994-1995",25.8,18,69.2307692307692,1.44444444444444
"2018-2019",24.8,19,73.0769230769231,1.36842105263158
"2007-2008",23.2,20,76.9230769230769,1.3
"2005-2006",20.8,21,80.7692307692308,1.23809523809524
"2003-2004",20.8,22,84.6153846153846,1.18181818181818
"2016-2017",20.8,23,88.4615384615385,1.1304347826087
"2013-2014",19.6,24,92.3076923076923,1.08333333333333
"1993-1994",17.8,25,96.1538461538462,1.04
