Years,x1_hr,rank,Probability,Frequency
"2012-2013",26.1,1,6.66666666666667,15
"2008-2009",24.9,2,13.3333333333333,7.5
"2016-2017",23.6,3,20,5
"2020-2021",23.1,4,26.6666666666667,3.75
"2009-2010",22.4,5,33.3333333333333,3
"2019-2020",22.4,6,40,2.5
"2010-2011",21.9,7,46.6666666666667,2.14285714285714
"2014-2015",20.7,8,53.3333333333333,1.875
"2017-2018",19.5,9,60,1.66666666666667
"2018-2019",18.1,10,66.6666666666667,1.5
"2015-2016",17.6,11,73.3333333333333,1.36363636363636
"2021-2022",17.1,12,80,1.25
"2011-2012",14.2,13,86.6666666666667,1.15384615384615
"2013-2014",13.4,14,93.3333333333333,1.07142857142857
