Years,x2_5_hr,rank,Probability,Frequency
"2010-2011",18.72,1,20,5
"2011-2012",11.32,2,40,2.5
"2009-2010",9.44,3,60,1.66666666666667
"2008-2009",9.28,4,80,1.25
