Years,x1_5_hr,rank,Probability,Frequency
"2005-2006",36.2,1,3.2258064516129,31
"2017-2018",34.46666667,2,6.45161290322581,15.5
"2001-2002",34,3,9.67741935483871,10.3333333333333
"1997-1998",30.93333333,4,12.9032258064516,7.75
"1992-1993",26.83333333,5,16.1290322580645,6.2
"2016-2017",26.73333333,6,19.3548387096774,5.16666666666667
"2019-2020",25.73333333,7,22.5806451612903,4.42857142857143
"1996-1997",25.46666667,8,25.8064516129032,3.875
"2015-2016",23.2,9,29.0322580645161,3.44444444444444
"2010-2011",21.53333333,10,32.258064516129,3.1
"2021-2022",20.6,11,35.4838709677419,2.81818181818182
"2002-2003",19.93333333,12,38.7096774193548,2.58333333333333
"2014-2015",19,13,41.9354838709677,2.38461538461538
"2007-2008",17.06666667,14,45.1612903225806,2.21428571428571
"2003-2004",16.86666667,15,48.3870967741936,2.06666666666667
"2009-2010",16.53333333,16,51.6129032258064,1.9375
"2020-2021",16.46666667,17,54.8387096774194,1.82352941176471
"2011-2012",14.53333333,18,58.0645161290323,1.72222222222222
"1998-1999",13.73333333,19,61.2903225806452,1.63157894736842
"2013-2014",13.73333333,20,64.5161290322581,1.55
"2018-2019",13.4,21,67.741935483871,1.47619047619048
"2012-2013",12.93333333,22,70.9677419354839,1.40909090909091
"1990-1991",12.83333333,23,74.1935483870968,1.34782608695652
"1993-1994",12.66666667,24,77.4193548387097,1.29166666666667
"1991-1992",12.17066667,25,80.6451612903226,1.24
"2008-2009",11.33333333,26,83.8709677419355,1.19230769230769
"2006-2007",11.06666667,27,87.0967741935484,1.14814814814815
"2000-2001",9.933333333,28,90.3225806451613,1.10714285714286
"2004-2005",9.866666667,29,93.5483870967742,1.06896551724138
"1995-1996",9.333333333,30,96.7741935483871,1.03333333333333
