Years,x10_min,rank,Probability,Frequency
"2011-2012",85.8,1,6.66666666666667,15
"2018-2019",77.4,2,13.3333333333333,7.5
"2009-2010",73.2,3,20,5
"2021-2022",56.4,4,26.6666666666667,3.75
"2020-2021",53.4,5,33.3333333333333,3
"2019-2020",51.6,6,40,2.5
"2014-2015",48,7,46.6666666666667,2.14285714285714
"2008-2009",45.6,8,53.3333333333333,1.875
"2017-2018",43.8,9,60,1.66666666666667
"2013-2014",37.2,10,66.6666666666667,1.5
"2015-2016",33,11,73.3333333333333,1.36363636363636
"2012-2013",31.8,12,80,1.25
"2010-2011",26.4,13,86.6666666666667,1.15384615384615
"2016-2017",25.2,14,93.3333333333333,1.07142857142857
