Years,x30_min,rank,Probability,Frequency
"2009-2010",30.6,1,7.14285714285714,14
"2013-2014",21,2,14.2857142857143,7
"2014-2015",14,3,21.4285714285714,4.66666666666667
"2015-2016",12.4,4,28.5714285714286,3.5
"2021-2022",12,5,35.7142857142857,2.8
"2019-2020",11.6,6,42.8571428571429,2.33333333333333
"2017-2018",11,7,50,2
"2012-2013",10,8,57.1428571428571,1.75
"2018-2019",9.2,9,64.2857142857143,1.55555555555556
"2010-2011",8.6,10,71.4285714285714,1.4
"2011-2012",7,11,78.5714285714286,1.27272727272727
"2020-2021",6.2,12,85.7142857142857,1.16666666666667
"2016-2017",5,13,92.8571428571429,1.07692307692308
