Years,x6_hr,rank,Probability,Frequency
"2002-2003",11.5166666666667,1,4,25
"2010-2011",9.4,2,8,12.5
"2019-2020",9.11666666666667,3,12,8.33333333333333
"1999-2000",9.03333333333333,4,16,6.25
"2005-2006",8.88333333333333,5,20,5
"2006-2007",8.86666666666667,6,24,4.16666666666667
"2003-2004",8.23333333333333,7,28,3.57142857142857
"2016-2017",7.6,8,32,3.125
"2012-2013",7.53333333333333,9,36,2.77777777777778
"2021-2022",6.75,10,40,2.5
"2004-2005",6.65,11,44,2.27272727272727
"2020-2021",6.25,12,48,2.08333333333333
"2011-2012",6.2,13,52,1.92307692307692
"2018-2019",6.15,14,56,1.78571428571429
"2007-2008",6.03333333333333,15,60,1.66666666666667
"2013-2014",6.01666666666667,16,64,1.5625
"2015-2016",5.88333333333333,17,68,1.47058823529412
"2001-2002",5.66666666666667,18,72,1.38888888888889
"2009-2010",5.58333333333333,19,76,1.31578947368421
"1998-1999",5.38333333333333,20,80,1.25
"2008-2009",5.3,21,84,1.19047619047619
"2017-2018",5.21666666666667,22,88,1.13636363636364
"2014-2015",5.11666666666667,23,92,1.08695652173913
"2000-2001",4.83333333333333,24,96,1.04166666666667
