Years,x1_5_hr,rank,Probability,Frequency
"2007-2008",24.8,1,3.57142857142857,28
"2020-2021",20.7333333333333,2,7.14285714285714,14
"2006-2007",16.2666666666667,3,10.7142857142857,9.33333333333333
"2000-2001",16.2,4,14.2857142857143,7
"2013-2014",14.4666666666667,5,17.8571428571429,5.6
"2019-2020",14.2,6,21.4285714285714,4.66666666666667
"2005-2006",14.0666666666667,7,25,4
"2010-2011",13.8666666666667,8,28.5714285714286,3.5
"1997-1998",13.0666666666667,9,32.1428571428571,3.11111111111111
"2011-2012",12.6666666666667,10,35.7142857142857,2.8
"2016-2017",12.6,11,39.2857142857143,2.54545454545455
"2001-2002",11.7333333333333,12,42.8571428571429,2.33333333333333
"2014-2015",11.6,13,46.4285714285714,2.15384615384615
"2003-2004",11.3333333333333,14,50,2
"2002-2003",10.8666666666667,15,53.5714285714286,1.86666666666667
"2009-2010",10.2,16,57.1428571428571,1.75
"2021-2022",10.2,17,60.7142857142857,1.64705882352941
"2018-2019",9.8,18,64.2857142857143,1.55555555555556
"2008-2009",9.73333333333333,19,67.8571428571429,1.47368421052632
"2004-2005",9.66666666666667,20,71.4285714285714,1.4
"2012-2013",9.46666666666667,21,75,1.33333333333333
"2017-2018",8.93333333333333,22,78.5714285714286,1.27272727272727
"1996-1997",8.86666666666667,23,82.1428571428571,1.21739130434783
"2015-2016",8.6,24,85.7142857142857,1.16666666666667
"1999-2000",5.73333333333333,25,89.2857142857143,1.12
"1995-1996",4.06666666666667,26,92.8571428571429,1.07692307692308
"1998-1999",0.8,27,96.4285714285714,1.03703703703704
