Years,x40_min,rank,Probability,Frequency
"2001-2002",34.35,1,4.54545454545455,22
"2015-2016",30.45,2,9.09090909090909,11
"2006-2007",25.8,3,13.6363636363636,7.33333333333333
"2002-2003",21.75,4,18.1818181818182,5.5
"2016-2017",21.75,5,22.7272727272727,4.4
"2012-2013",21.15,6,27.2727272727273,3.66666666666667
"2009-2010",20.4,7,31.8181818181818,3.14285714285714
"2019-2020",19.2,8,36.3636363636364,2.75
"2004-2005",18.45,9,40.9090909090909,2.44444444444444
"2018-2019",18,10,45.4545454545455,2.2
"2010-2011",15.6,11,50,2
"2017-2018",15.6,12,54.5454545454545,1.83333333333333
"2011-2012",14.7,13,59.0909090909091,1.69230769230769
"2020-2021",14.4,14,63.6363636363636,1.57142857142857
"2008-2009",14.25,15,68.1818181818182,1.46666666666667
"2007-2008",13.65,16,72.7272727272727,1.375
"2005-2006",13.2,17,77.2727272727273,1.29411764705882
"2021-2022",12.9,18,81.8181818181818,1.22222222222222
"2003-2004",12.3,19,86.3636363636364,1.15789473684211
"2014-2015",11.4,20,90.9090909090909,1.1
"2013-2014",11.25,21,95.4545454545455,1.04761904761905
