Years,x3_hr,rank,Probability,Frequency
"2009-2010",11.2,1,6.66666666666667,15
"2015-2016",6.93333333333333,2,13.3333333333333,7.5
"2013-2014",5.76666666666667,3,20,5
"2019-2020",4.86666666666667,4,26.6666666666667,3.75
"2021-2022",4.6,5,33.3333333333333,3
"2008-2009",4.16666666666667,6,40,2.5
"2014-2015",3.93333333333333,7,46.6666666666667,2.14285714285714
"2011-2012",2.66666666666667,8,53.3333333333333,1.875
"2017-2018",2.53333333333333,9,60,1.66666666666667
"2018-2019",2.53333333333333,10,66.6666666666667,1.5
"2012-2013",2.3,11,73.3333333333333,1.36363636363636
"2016-2017",1.73333333333333,12,80,1.25
"2010-2011",1.66666666666667,13,86.6666666666667,1.15384615384615
"2020-2021",1,14,93.3333333333333,1.07142857142857
