Years,x50_min,rank,Probability,Frequency
"2019-2020",25.56,1,5.88235294117647,17
"2012-2013",24.48,2,11.7647058823529,8.5
"2014-2015",22.56,3,17.6470588235294,5.66666666666667
"2021-2022",21.12,4,23.5294117647059,4.25
"2017-2018",20.28,5,29.4117647058824,3.4
"2016-2017",20.04,6,35.2941176470588,2.83333333333333
"2010-2011",19.92,7,41.1764705882353,2.42857142857143
"2020-2021",19.08,8,47.0588235294118,2.125
"2009-2010",17.64,9,52.9411764705882,1.88888888888889
"2006-2007",17.4,10,58.8235294117647,1.7
"2013-2014",17.04,11,64.7058823529412,1.54545454545455
"2007-2008",16.92,12,70.5882352941177,1.41666666666667
"2018-2019",16.68,13,76.4705882352941,1.30769230769231
"2015-2016",16.44,14,82.3529411764706,1.21428571428571
"2011-2012",15.96,15,88.2352941176471,1.13333333333333
"2008-2009",15.24,16,94.1176470588235,1.0625
