Years,x2_5_hr,rank,Probability,Frequency
"1997-1998",17.28,1,3.84615384615385,26
"2000-2001",17.12,2,7.69230769230769,13
"2019-2020",16.76,3,11.5384615384615,8.66666666666667
"2001-2002",15.84,4,15.3846153846154,6.5
"2017-2018",14.32,5,19.2307692307692,5.2
"2006-2007",14.2,6,23.0769230769231,4.33333333333333
"2016-2017",14.16,7,26.9230769230769,3.71428571428571
"2014-2015",13.28,8,30.7692307692308,3.25
"2003-2004",12.56,9,34.6153846153846,2.88888888888889
"2011-2012",12.52,10,38.4615384615385,2.6
"2020-2021",12.24,11,42.3076923076923,2.36363636363636
"2007-2008",11.68,12,46.1538461538462,2.16666666666667
"2005-2006",11.52,13,50,2
"2012-2013",11.36,14,53.8461538461538,1.85714285714286
"2009-2010",10.68,15,57.6923076923077,1.73333333333333
"2010-2011",10.6,16,61.5384615384615,1.625
"2018-2019",10.44,17,65.3846153846154,1.52941176470588
"1999-2000",9.88,18,69.2307692307692,1.44444444444444
"1998-1999",8.68,19,73.0769230769231,1.36842105263158
"2021-2022",8.68,20,76.9230769230769,1.3
"2004-2005",8.44,21,80.7692307692308,1.23809523809524
"1996-1997",8.28,22,84.6153846153846,1.18181818181818
"2015-2016",8.04,23,88.4615384615385,1.1304347826087
"2008-2009",7.96,24,92.3076923076923,1.08333333333333
"2013-2014",5.52,25,96.1538461538462,1.04
