Years,x1_hr,rank,Probability,Frequency
"2005-2006",24.8,1,5.55555555555556,18
"2017-2018",21.7,2,11.1111111111111,9
"2009-2010",20.1,3,16.6666666666667,6
"2016-2017",19.6,4,22.2222222222222,4.5
"2007-2008",18.7,5,27.7777777777778,3.6
"2008-2009",17.1,6,33.3333333333333,3
"2018-2019",16.9,7,38.8888888888889,2.57142857142857
"2013-2014",16.4,8,44.4444444444444,2.25
"2015-2016",15.5,9,50,2
"2020-2021",13.6,10,55.5555555555556,1.8
"2006-2007",12.7,11,61.1111111111111,1.63636363636364
"2019-2020",12.6,12,66.6666666666667,1.5
"2014-2015",12.4,13,72.2222222222222,1.38461538461538
"2010-2011",12.4,14,77.7777777777778,1.28571428571429
"2012-2013",11.8,15,83.3333333333333,1.2
"2021-2022",10.7,16,88.8888888888889,1.125
"2011-2012",8.3,17,94.4444444444444,1.05882352941176
