Years,x4_5_hr,rank,Probability,Frequency
"2008-2009",10.6444444444444,1,4.76190476190476,21
"2005-2006",8.17777777777778,2,9.52380952380952,10.5
"2004-2005",6.46666666666667,3,14.2857142857143,7
"2016-2017",6.31111111111111,4,19.047619047619,5.25
"2011-2012",5.95555555555556,5,23.8095238095238,4.2
"2002-2003",5.75555555555556,6,28.5714285714286,3.5
"2021-2022",5.73333333333333,7,33.3333333333333,3
"2007-2008",5.62222222222222,8,38.0952380952381,2.625
"2010-2011",5.35555555555556,9,42.8571428571429,2.33333333333333
"2018-2019",5.17777777777778,10,47.6190476190476,2.1
"2003-2004",4.8,11,52.3809523809524,1.90909090909091
"2017-2018",4.73333333333333,12,57.1428571428571,1.75
"2020-2021",4.53333333333333,13,61.9047619047619,1.61538461538462
"2009-2010",4.48888888888889,14,66.6666666666667,1.5
"2006-2007",4.4,15,71.4285714285714,1.4
"2019-2020",4.37777777777778,16,76.1904761904762,1.3125
"2012-2013",4.28888888888889,17,80.9523809523809,1.23529411764706
"2013-2014",3.71111111111111,18,85.7142857142857,1.16666666666667
"2014-2015",3.55555555555556,19,90.4761904761905,1.10526315789474
"2015-2016",3.55555555555556,20,95.2380952380952,1.05
