Years,x1_5_hr,rank,Probability,Frequency
"2018-2019",36.8,1,5,20
"2017-2018",34.2,2,10,10
"2015-2016",21.2666666666667,3,15,6.66666666666667
"2006-2007",15.4,4,20,5
"2008-2009",15.3333333333333,5,25,4
"2012-2013",14.0666666666667,6,30,3.33333333333333
"2009-2010",13.8666666666667,7,35,2.85714285714286
"2020-2021",13.6666666666667,8,40,2.5
"2013-2014",12.9333333333333,9,45,2.22222222222222
"2019-2020",12.4,10,50,2
"2014-2015",11.8666666666667,11,55,1.81818181818182
"2004-2005",10.9333333333333,12,60,1.66666666666667
"2011-2012",10.8,13,65,1.53846153846154
"2003-2004",9.4,14,70,1.42857142857143
"2007-2008",8.86666666666667,15,75,1.33333333333333
"2016-2017",8.4,16,80,1.25
"2010-2011",7.93333333333333,17,85,1.17647058823529
"2021-2022",7.8,18,90,1.11111111111111
"2005-2006",7,19,95,1.05263157894737
