Years,x4_5_hr,rank,Probability,Frequency
"2011-2012",13.8666666666667,1,16.6666666666667,6
"2010-2011",9.13333333333333,2,33.3333333333333,3
"2009-2010",7.42222222222222,3,50,2
"2007-2008",7.13333333333333,4,66.6666666666667,1.5
"2008-2009",3.77777777777778,5,83.3333333333333,1.2
