Years,x3_hr,rank,Probability,Frequency
"2006-2007",12.1,1,5,20
"2009-2010",9.06666666666667,2,10,10
"2008-2009",6.23333333333333,3,15,6.66666666666667
"2021-2022",5.26666666666667,4,20,5
"2019-2020",4.6,5,25,4
"2012-2013",4.43333333333333,6,30,3.33333333333333
"2011-2012",4.2,7,35,2.85714285714286
"2018-2019",3.66666666666667,8,40,2.5
"2015-2016",3.43333333333333,9,45,2.22222222222222
"2003-2004",3.33333333333333,10,50,2
"2013-2014",3.33333333333333,11,55,1.81818181818182
"2007-2008",2.9,12,60,1.66666666666667
"2017-2018",2.83333333333333,13,65,1.53846153846154
"2005-2006",2.7,14,70,1.42857142857143
"2014-2015",2.53333333333333,15,75,1.33333333333333
"2004-2005",2.4,16,80,1.25
"2016-2017",2.03333333333333,17,85,1.17647058823529
"2010-2011",1.96666666666667,18,90,1.11111111111111
"2020-2021",1.96666666666667,19,95,1.05263157894737
