Years,x1_5_hr,rank,Probability,Frequency
"2013-2014",17.6,1,3.7037037037037,27
"1997-1998",13.8,2,7.40740740740741,13.5
"2014-2015",12.5333333333333,3,11.1111111111111,9
"2000-2001",11.2,4,14.8148148148148,6.75
"2019-2020",10.3333333333333,5,18.5185185185185,5.4
"2002-2003",10.2666666666667,6,22.2222222222222,4.5
"2004-2005",10.0666666666667,7,25.9259259259259,3.85714285714286
"2005-2006",10,8,29.6296296296296,3.375
"1996-1997",9.6,9,33.3333333333333,3
"2008-2009",9.46666666666667,10,37.037037037037,2.7
"2018-2019",9,11,40.7407407407407,2.45454545454545
"2003-2004",8.86666666666667,12,44.4444444444444,2.25
"2015-2016",8.73333333333333,13,48.1481481481481,2.07692307692308
"2017-2018",8.4,14,51.8518518518518,1.92857142857143
"2009-2010",8.33333333333333,15,55.5555555555556,1.8
"2010-2011",7.53333333333333,16,59.2592592592593,1.6875
"2012-2013",7.26666666666667,17,62.962962962963,1.58823529411765
"2016-2017",6.8,18,66.6666666666667,1.5
"2006-2007",6.06666666666667,19,70.3703703703704,1.42105263157895
"2020-2021",5.53333333333333,20,74.0740740740741,1.35
"1999-2000",5,21,77.7777777777778,1.28571428571429
"2001-2002",4.53333333333333,22,81.4814814814815,1.22727272727273
"2007-2008",4.53333333333333,23,85.1851851851852,1.17391304347826
"2011-2012",4.26666666666667,24,88.8888888888889,1.125
"2021-2022",4.26666666666667,25,92.5925925925926,1.08
"1998-1999",3.2,26,96.2962962962963,1.03846153846154
