Years,x3_5_hr,rank,Probability,Frequency
"2018-2019",6.51428571428571,1,7.69230769230769,13
"2014-2015",5.4,2,15.3846153846154,6.5
"2012-2013",4.71428571428571,3,23.0769230769231,4.33333333333333
"2010-2011",4.25714285714286,4,30.7692307692308,3.25
"2013-2014",3.74285714285714,5,38.4615384615385,2.6
"2019-2020",3.54285714285714,6,46.1538461538462,2.16666666666667
"2020-2021",3.34285714285714,7,53.8461538461538,1.85714285714286
"2015-2016",2.85714285714286,8,61.5384615384615,1.625
"2021-2022",2.6,9,69.2307692307692,1.44444444444444
"2017-2018",2.28571428571429,10,76.9230769230769,1.3
"2016-2017",2.14285714285714,11,84.6153846153846,1.18181818181818
"2011-2012",2.05714285714286,12,92.3076923076923,1.08333333333333
