Years,x4_5_hr,rank,Probability,Frequency
"2019-2020",17.9555555555556,1,5.55555555555556,18
"2005-2006",11.9555555555556,2,11.1111111111111,9
"2020-2021",9.17777777777778,3,16.6666666666667,6
"2014-2015",8.08888888888889,4,22.2222222222222,4.5
"2017-2018",8.08888888888889,5,27.7777777777778,3.6
"2010-2011",7.73333333333333,6,33.3333333333333,3
"2021-2022",7.66666666666667,7,38.8888888888889,2.57142857142857
"2006-2007",7.46666666666667,8,44.4444444444444,2.25
"2011-2012",7.35555555555556,9,50,2
"2008-2009",6.77777777777778,10,55.5555555555556,1.8
"2009-2010",6.6,11,61.1111111111111,1.63636363636364
"2018-2019",6.4,12,66.6666666666667,1.5
"2016-2017",6.28888888888889,13,72.2222222222222,1.38461538461538
"2007-2008",5.46666666666667,14,77.7777777777778,1.28571428571429
"2015-2016",5.37777777777778,15,83.3333333333333,1.2
"2013-2014",5.35555555555556,16,88.8888888888889,1.125
"2012-2013",5.15555555555556,17,94.4444444444444,1.05882352941176
