Years,x3_5_hr,rank,Probability,Frequency
"2016-2017",12.4571428571429,1,4.54545454545455,22
"2015-2016",11.4857142857143,2,9.09090909090909,11
"2001-2002",10.1714285714286,3,13.6363636363636,7.33333333333333
"2002-2003",9.34285714285714,4,18.1818181818182,5.5
"2006-2007",8.97142857142857,5,22.7272727272727,4.4
"2010-2011",8.6,6,27.2727272727273,3.66666666666667
"2021-2022",8.57142857142857,7,31.8181818181818,3.14285714285714
"2014-2015",8.11428571428571,8,36.3636363636364,2.75
"2009-2010",8.02857142857143,9,40.9090909090909,2.44444444444444
"2018-2019",7.94285714285714,10,45.4545454545455,2.2
"2004-2005",7.91428571428571,11,50,2
"2005-2006",7.11428571428571,12,54.5454545454545,1.83333333333333
"2012-2013",7.05714285714286,13,59.0909090909091,1.69230769230769
"2008-2009",6.97142857142857,14,63.6363636363636,1.57142857142857
"2017-2018",6.94285714285714,15,68.1818181818182,1.46666666666667
"2019-2020",6.91428571428571,16,72.7272727272727,1.375
"2011-2012",6.11428571428571,17,77.2727272727273,1.29411764705882
"2020-2021",5.51428571428571,18,81.8181818181818,1.22222222222222
"2013-2014",5.48571428571429,19,86.3636363636364,1.15789473684211
"2003-2004",5.05714285714286,20,90.9090909090909,1.1
"2007-2008",4.48571428571429,21,95.4545454545455,1.04761904761905
