Years,x2_hr,rank,Probability,Frequency
"1998-1999",24.35,1,3.84615384615385,26
"2001-2002",23.5,2,7.69230769230769,13
"2018-2019",22.2,3,11.5384615384615,8.66666666666667
"2005-2006",21.95,4,15.3846153846154,6.5
"2013-2014",21.65,5,19.2307692307692,5.2
"2002-2003",21.4,6,23.0769230769231,4.33333333333333
"2019-2020",19.2,7,26.9230769230769,3.71428571428571
"2010-2011",19,8,30.7692307692308,3.25
"2003-2004",16.5,9,34.6153846153846,2.88888888888889
"2007-2008",15.65,10,38.4615384615385,2.6
"2011-2012",14.6,11,42.3076923076923,2.36363636363636
"2006-2007",13.8,12,46.1538461538462,2.16666666666667
"2016-2017",13.55,13,50,2
"2020-2021",12.65,14,53.8461538461538,1.85714285714286
"2021-2022",12.2,15,57.6923076923077,1.73333333333333
"2009-2010",12.15,16,61.5384615384615,1.625
"2012-2013",11.5,17,65.3846153846154,1.52941176470588
"2014-2015",10.8,18,69.2307692307692,1.44444444444444
"2000-2001",10.05,19,73.0769230769231,1.36842105263158
"2017-2018",9.85,20,76.9230769230769,1.3
"2004-2005",9.4,21,80.7692307692308,1.23809523809524
"2015-2016",8.85,22,84.6153846153846,1.18181818181818
"1999-2000",7.8,23,88.4615384615385,1.1304347826087
"1997-1998",7.45,24,92.3076923076923,1.08333333333333
"2008-2009",6.75,25,96.1538461538462,1.04
