Years,x4_hr,rank,Probability,Frequency
"1994-1995",9.5,1,3.125,32
"2015-2016",7.55,2,6.25,16
"2005-2006",6.75,3,9.375,10.6666666666667
"2004-2005",5.5,4,12.5,8
"2013-2014",4.65,5,15.625,6.4
"2002-2003",4.575,6,18.75,5.33333333333333
"2010-2011",4.075,7,21.875,4.57142857142857
"2017-2018",4.075,8,25,4
"1992-1993",4,9,28.125,3.55555555555556
"2014-2015",3.925,10,31.25,3.2
"1997-1998",3.75,11,34.375,2.90909090909091
"2001-2002",3.55,12,37.5,2.66666666666667
"2008-2009",3.3,13,40.625,2.46153846153846
"2007-2008",3.275,14,43.75,2.28571428571429
"2016-2017",3.275,15,46.875,2.13333333333333
"1996-1997",3.25,16,50,2
"2011-2012",3.225,17,53.125,1.88235294117647
"2006-2007",3.125,18,56.25,1.77777777777778
"2009-2010",3.1,19,59.375,1.68421052631579
"2020-2021",3.1,20,62.5,1.6
"2019-2020",3.025,21,65.625,1.52380952380952
"2000-2001",3,22,68.75,1.45454545454545
"2021-2022",2.95,23,71.875,1.39130434782609
"2003-2004",2.85,24,75,1.33333333333333
"2012-2013",2.775,25,78.125,1.28
"1993-1994",2.75,26,81.25,1.23076923076923
"1999-2000",2.45,27,84.375,1.18518518518519
"1995-1996",2.25,28,87.5,1.14285714285714
"2018-2019",1.7,29,90.625,1.10344827586207
"1998-1999",1.3,30,93.75,1.06666666666667
"1991-1992",0.284,31,96.875,1.03225806451613
