Years,x20_min,rank,Probability,Frequency
"2009-2010",52.2,1,5.88235294117647,17
"2010-2011",51,2,11.7647058823529,8.5
"2016-2017",42.3,3,17.6470588235294,5.66666666666667
"2014-2015",40.5,4,23.5294117647059,4.25
"2013-2014",38.1,5,29.4117647058824,3.4
"2020-2021",33.3,6,35.2941176470588,2.83333333333333
"2004-2005",32.1,7,41.1764705882353,2.42857142857143
"2011-2012",29.4,8,47.0588235294118,2.125
"2012-2013",29.4,9,52.9411764705882,1.88888888888889
"2015-2016",28.5,10,58.8235294117647,1.7
"2007-2008",27,11,64.7058823529412,1.54545454545455
"2008-2009",24,12,70.5882352941177,1.41666666666667
"2003-2004",23.1,13,76.4705882352941,1.30769230769231
"2005-2006",21.6,14,82.3529411764706,1.21428571428571
"2021-2022",19.5,15,88.2352941176471,1.13333333333333
"2017-2018",17.4,16,94.1176470588235,1.0625
