Years,x3_hr,rank,Probability,Frequency
"2010-2011",8.86666666666667,1,16.6666666666667,6
"2009-2010",8.7,2,33.3333333333333,3
"2005-2006",7.63333333333333,3,50,2
"2008-2009",7,4,66.6666666666667,1.5
"2011-2012",6.56666666666667,5,83.3333333333333,1.2
