Years,x50_min,rank,Probability,Frequency
"1994-1995",37.2,1,3.125,32
"2015-2016",36.24,2,6.25,16
"2004-2005",20.64,3,9.375,10.6666666666667
"2002-2003",18.6,4,12.5,8
"2013-2014",15.96,5,15.625,6.4
"1997-1998",15.6,6,18.75,5.33333333333333
"2005-2006",15.36,7,21.875,4.57142857142857
"2006-2007",14.4,8,25,4
"2017-2018",13.32,9,28.125,3.55555555555556
"2014-2015",11.76,10,31.25,3.2
"2016-2017",10.8,11,34.375,2.90909090909091
"2007-2008",10.8,12,37.5,2.66666666666667
"2010-2011",9.96,13,40.625,2.46153846153846
"1992-1993",9.6,14,43.75,2.28571428571429
"2011-2012",9.6,15,46.875,2.13333333333333
"2000-2001",9.12,16,50,2
"2003-2004",8.52,17,53.125,1.88235294117647
"2008-2009",8.52,18,56.25,1.77777777777778
"1996-1997",8.4,19,59.375,1.68421052631579
"2019-2020",8.4,20,62.5,1.6
"2020-2021",8.28,21,65.625,1.52380952380952
"2001-2002",8.16,22,68.75,1.45454545454545
"1995-1996",7.2,23,71.875,1.39130434782609
"2009-2010",7.2,24,75,1.33333333333333
"2012-2013",6.96,25,78.125,1.28
"2018-2019",6.24,26,81.25,1.23076923076923
"2021-2022",6,27,84.375,1.18518518518519
"1993-1994",6,28,87.5,1.14285714285714
"1998-1999",4.8,29,90.625,1.10344827586207
"1999-2000",4.56,30,93.75,1.06666666666667
"1991-1992",1.2816,31,96.875,1.03225806451613
