Years,x1_5_hr,rank,Probability,Frequency
"2018-2019",15.2,1,7.69230769230769,13
"2015-2016",14.0666666666667,2,15.3846153846154,6.5
"2014-2015",8.13333333333333,3,23.0769230769231,4.33333333333333
"2021-2022",7.2,4,30.7692307692308,3.25
"2016-2017",7,5,38.4615384615385,2.6
"2013-2014",6.6,6,46.1538461538462,2.16666666666667
"2019-2020",6.26666666666667,7,53.8461538461538,1.85714285714286
"2010-2011",4.93333333333333,8,61.5384615384615,1.625
"2009-2010",4.53333333333333,9,69.2307692307692,1.44444444444444
"2020-2021",2.33333333333333,10,76.9230769230769,1.3
"2017-2018",2,11,84.6153846153846,1.18181818181818
"2011-2012",0.0666666666666667,12,92.3076923076923,1.08333333333333
