Years,x20_min,rank,Probability,Frequency
"2011-2012",70.5,1,7.14285714285714,14
"2010-2011",68.7,2,14.2857142857143,7
"2012-2013",63,3,21.4285714285714,4.66666666666667
"2016-2017",60.3,4,28.5714285714286,3.5
"2017-2018",47.1,5,35.7142857142857,2.8
"2009-2010",42.9,6,42.8571428571429,2.33333333333333
"2020-2021",42.6,7,50,2
"2018-2019",41.7,8,57.1428571428571,1.75
"2019-2020",39.9,9,64.2857142857143,1.55555555555556
"2013-2014",35.1,10,71.4285714285714,1.4
"2014-2015",34.2,11,78.5714285714286,1.27272727272727
"2015-2016",30.9,12,85.7142857142857,1.16666666666667
"2021-2022",26.1,13,92.8571428571429,1.07692307692308
